,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
632,Jangueo,"Anuel AA, Tego Calderon",7KKh0ujp8agIiCrkiJhf81,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.863,0.728,7,-2.954,1,0.0586,0.396,9.14e-06,0.0902,0.649,93.035
633,Reggaetonera,Anuel AA,6yVkakCN460KOVol9ZazjH,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.694,0.796,6,-4.164,1,0.0565,0.48,0.000384,0.108,0.515,93.064
634,Así Soy Yo,"Anuel AA, Bad Bunny",6NfC2FKfsfzuLIF4lThw0A,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.732,0.807,10,-3.424,0,0.116,0.445,0.00152,0.0975,0.724,176.026
635,Narcos,Anuel AA,7mcdgAXmb35dakBnfDIv3q,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.614,0.746,10,-3.527,0,0.196,0.347,1.43e-05,0.0874,0.601,168.072
636,Somo o No Somos,Anuel AA,3YeImruYgPnQtn4QgHqi04,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.735,0.607,11,-5.369,0,0.0466,0.621,2.55e-06,0.0793,0.57,142.006
637,Que Se Joda,"Anuel AA, Farruko, Zion",5p3JJehpKHjr9pJT5eD2Lz,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.624,0.888,2,-2.13,1,0.099,0.238,0,0.317,0.824,180.088
638,El Manual,Anuel AA,7kOf0qHO4Rcwk6QJifZDRJ,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.843,0.845,0,-2.344,1,0.0503,0.35,0.00168,0.0527,0.898,126.989
639,Ferrari,"Anuel AA, Lil Wayne",4mbb7hmfDR6M9cQaLdYSFd,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.842,0.732,7,-4.811,0,0.149,0.575,0,0.176,0.629,140.074
640,No Llores Mujer,"Anuel AA, Travis Barker",6VN85VvNB8w1QbJCXW8rTC,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.693,0.558,9,-5.664,1,0.0366,0.169,0,0.0867,0.298,77.968
641,Antes y Después,"Anuel AA, Kendo Kaponi, Yandel, Ñengo Flow",0YbXuCsQwrsh5x0hgnED6z,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.732,0.634,1,-5.587,1,0.36,0.171,0,0.204,0.533,173.886
642,China,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",2ksOAxtIxY8yElEWw8RhgK,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027
643,Bandido,"Anuel AA, Mariah Angeliq",5poUJOhLyalGkUedn3ggeX,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.789,0.809,8,-3.417,1,0.0615,0.374,0,0.202,0.411,95.935
644,El Problema,Anuel AA,6cyH3OGfKQBevSYxJFIUCx,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.677,0.651,5,-5.7,0,0.0559,0.531,3.8e-05,0.0956,0.543,171.893
645,¿Los Hombres No Lloran?,Anuel AA,6GzxGKBC3r73KqdOBHHVYk,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.489,0.498,11,-7.192,0,0.0395,0.699,0,0.0796,0.378,79.949
646,Rifles Rusos,"Anuel AA, Tego Calderon",2WzUy86kPLYRLRwLtinZ1x,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.713,0.77,4,-4.779,0,0.101,0.0587,0.000501,0.339,0.684,87.969
647,Tocándote,Anuel AA,2L6YJ2mSyqStxQX4OjUOon,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.815,0.665,0,-4.348,0,0.164,0.698,0,0.121,0.522,96.229
648,Hasta el amanecer,Natos y Waor,05WcYNSHMxuM7ryv5sKIjX,"['rap underground espanol', 'spanish hip hop', 'urbano espanol']",0.712,0.627,0,-9.037,1,0.101,0.258,5.61e-06,0.131,0.509,80.026
649,Estrés Postraumático,Anuel AA,3QNh1pSglpiumBHtU8XnQe,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.682,0.548,7,-6.375,1,0.116,0.45,0,0.088,0.376,92.073
650,Nubes Negras,Anuel AA,4HKYplESyMVVTmORSeQg8S,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.766,0.545,9,-5.195,1,0.0737,0.34,0,0.1,0.428,94.07
651,Mi Vieja,Anuel AA,4FDPuFJTMXyNtEd14Ca8R9,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.464,0.487,8,-5.698,1,0.0667,0.774,0,0.122,0.201,86.32
652,Alice,Lady Gaga,41A89rj3GoMG6ktN37L7PG,"['dance pop', 'pop', 'post-teen pop']",0.723,0.88,11,-4.287,0,0.038,0.00334,0.0179,0.0632,0.323,123.036
653,Gracias a Diosito,Rvfv,6DBrjC8T0cfJktCmosS44w,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.866,0.665,11,-5.57,0,0.0458,0.289,0.000453,0.0768,0.882,120.03
654,911,Lady Gaga,6qI0MU175Dk2DeoUjlrOpy,"['dance pop', 'pop', 'post-teen pop']",0.789,0.813,5,-4.563,1,0.0374,0.0294,2.07e-06,0.519,0.42,116.007
655,Me Iré,Anaju,2j1D56HJfJtpKBSdhfKd2K,"['latin talent show', 'latin viral pop']",0.704,0.395,10,-10.359,1,0.0768,0.269,9.49e-06,0.183,0.178,173.914
656,Sine From Above (with Elton John),Lady Gaga,0zzsyWc45eUcSjw4FNHxeN,"['dance pop', 'pop', 'post-teen pop']",0.642,0.792,0,-5.746,0,0.0488,0.158,9.84e-06,0.68,0.0903,122.965
657,Free Woman,Lady Gaga,4L6ihclQPu1hqP9r3WNJjQ,"['dance pop', 'pop', 'post-teen pop']",0.731,0.927,0,-3.634,1,0.0781,0.0228,7.15e-05,0.187,0.478,119.006
658,Fun Tonight,Lady Gaga,6hyQVqfHFvsJDjcmj4qrHf,"['dance pop', 'pop', 'post-teen pop']",0.645,0.923,11,-4.262,1,0.0725,0.364,1.06e-06,0.14,0.323,117.945
659,8 Maravillas,NIA,4aZlDPeh1FvcQNEtxNtsEG,['latin viral pop'],0.777,0.733,11,-4.764,0,0.0443,0.071,0,0.12,0.873,136.503
660,Chromatica I,Lady Gaga,3CGZ7wfk4skmuyQgua1C1K,"['dance pop', 'pop', 'post-teen pop']",0.231,0.457,6,-10.773,0,0.0318,0.0126,0.875,0.327,0.0588,65.827
661,Chromatica II,Lady Gaga,0oQc0F6KUE7QY7k5TU6bic,"['dance pop', 'pop', 'post-teen pop']",0.184,0.297,2,-14.534,1,0.0359,0.473,0.893,0.527,0.113,75.824
662,Malaikah,"Cruz Cafuné, Aissa",2ILVmZozUjjaNrX0v3dC6D,['urbano espanol'],0.813,0.577,7,-6.814,0,0.0811,0.098,1.39e-05,0.146,0.39,101.059
663,Enigma,Lady Gaga,7JDbfYUHjDzQPFSDh5lzGs,"['dance pop', 'pop', 'post-teen pop']",0.669,0.804,0,-4.035,1,0.036,0.0306,0,0.694,0.184,116.001
664,Plastic Doll,Lady Gaga,3CidPLqWXqgesJlwYVJZdy,"['dance pop', 'pop', 'post-teen pop']",0.743,0.853,0,-4.842,1,0.04,0.0019,3.49e-05,0.0872,0.422,121.028
665,Replay,Lady Gaga,7sKbyYeJnITO1Eh9xd0lKd,"['dance pop', 'pop', 'post-teen pop']",0.658,0.878,1,-3.875,1,0.123,0.00792,0,0.944,0.683,122.015
666,Babylon,Lady Gaga,5DttNeiizFqWUON9hZBqTY,"['dance pop', 'pop', 'post-teen pop']",0.698,0.799,2,-4.372,1,0.0342,0.0129,5.46e-06,0.215,0.351,115.957
667,Fuego Del Calor (feat. Ozuna & Tyga),Scott Storch,2ZSHH750nQpUVHjoe3iu2U,[],0.789,0.832,1,-3.68,1,0.0615,0.0218,3.56e-06,0.0849,0.597,100.02
668,La Popi,Kiko el Crazy,2WlmR4N8xSxDG3Adz8Wd2k,"['dominican pop', 'trap latino']",0.881,0.952,7,0.796,1,0.0603,0.147,0.000422,0.0632,0.549,114.996
669,This Is America,Childish Gambino,0b9oOr2ZgvyQu88wzixux9,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024
670,Say It Loud - I'm Black And I'm Proud,James Brown,1sYRkVKdT2ize1HSDCwbEF,"['funk', 'motown', 'soul']",0.853,0.529,3,-9.692,1,0.22,0.288,0.0118,0.0452,0.934,115.131
671,Alright,Kendrick Lamar,3iVcZ5G6tvkXZkZKlMpIUs,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034
672,Party Girl,StaySolidRocky,5RqR4ZCCKJDcBLIn4sih9l,['melodic rap'],0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022
673,Superpoderes,"Recycled J, Selecta",4E0zuROzbEvsjL00UayEpJ,"['rap espanol', 'urbano espanol']",0.813,0.625,10,-6.565,0,0.0864,0.614,1.04e-06,0.0884,0.726,108.704
674,Veneno,"Delaossa, KIDDO, J.Moods",5AQTFpm3oDPTenmw5Lmfoi,"['rap espanol', 'urbano espanol']",0.686,0.721,6,-4.476,1,0.17,0.612,0,0.0905,0.713,92.036
675,Nana del Mediterráneo,Anaju,4xBWVXRINgZfV3QJPFm3yR,"['latin talent show', 'latin viral pop']",0.267,0.158,4,-9.71,0,0.0347,0.815,0,0.119,0.276,78.222
676,Pa Que No Te Duermas,"DELLAFUENTE, Rels B",0gSNix8gxw7JhUTeC0RnAS,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.664,0.68,0,-5.584,1,0.226,0.36,3.6e-05,0.125,0.368,179.945
677,Toco El Cielo,"DELLAFUENTE, Maka",0Pa0bQeO45G4ZUHIqVM5y6,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.741,0.795,9,-4.943,0,0.0453,0.051,0,0.181,0.536,105.056
678,Flores Pa Tu Pelo,"DELLAFUENTE, Pepe : Vizio",1g7XVrQWDFn6xckZmQ8whB,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.621,0.832,7,-4.204,0,0.217,0.676,0.000198,0.0967,0.639,186.194
679,Que Mal Te Fue,Natti Natasha,2btKz4s1XrMn5VHe7xZJpi,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino']",0.782,0.706,7,-4.337,0,0.19,0.0941,0.000208,0.115,0.855,173.899
680,Carita de Inocente (feat. Myke Towers) - Remix,Prince Royce,5kQre7o8ky5DXeEPcyaCR1,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'trap latino']",0.565,0.781,10,-3.358,0,0.061,0.364,0,0.0984,0.943,129.959
681,Libertad y Salud,DELLAFUENTE,7804Nj6y52lJbxVha3CeUK,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.587,0.691,1,-6.025,0,0.055,0.401,0.0187,0.112,0.326,134.99
682,Palante y Patrás,"DELLAFUENTE, Ñejo",7sowQGdYhMMlasrDu5vfIV,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.791,0.858,11,-5.005,0,0.061,0.171,0.000124,0.121,0.686,96.999
683,Nubes,DELLAFUENTE,1OcCuXBcKGLryoQAznNjCp,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.596,0.572,9,-7.144,0,0.131,0.614,0.000503,0.112,0.532,96.957
684,Me Va Bonito,Zetazen,4Ny1rlxyM3Lfo37Q0e7Kaj,"['rap espanol', 'spanish hip hop', 'urbano espanol']",0.844,0.339,11,-10.424,0,0.153,0.733,0,0.097,0.599,81.968
685,A la deriva,Txarango,2M2X4ZHYMhAC83aX4VMOtH,"['cantautor', 'indie catala', 'mestissatge', 'musica catalana', 'rock catala']",0.596,0.847,0,-8.511,0,0.0631,0.0811,0.000119,0.307,0.961,183.92
686,Saturación,DELLAFUENTE,2ebEGgKQIMB22kjzEZaUUt,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.362,0.138,0,-11.264,0,0.0493,0.823,0,0.0484,0.143,97.055
687,Por Nosotros,"Delaossa, KIDDO, Gese Da O",6gQoTxGvfaj1mrRw8ZmqhT,"['rap espanol', 'urbano espanol']",0.588,0.805,2,-4.168,0,0.33,0.512,0,0.084,0.757,167.677
688,Some Say,Nea,4poybupy26pTWPr9zY1i7h,"['scandipop', 'tropical house']",0.779,0.342,3,-6.316,0,0.0404,0.701,2.56e-06,0.132,0.482,104.993
689,La flaca,Jarabe De Palo,0ll9JAIrM3NVBOMl45sxSX,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,0.664,103.063
690,Agua,Jarabe De Palo,5omgFpiMt1CGHjQGfkwzvz,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.715,0.358,5,-15.522,1,0.033,0.743,0.0133,0.104,0.742,145.751
691,Eso Que Tú Me Das,Jarabe De Palo,40tFJtuES1da2fg0OurUdI,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.778,0.804,0,-5.699,1,0.0286,0.144,9.5e-05,0.0676,0.836,130.004
692,El lado oscuro,Jarabe De Palo,7DwKN1lzYui7iKUmRvzOU1,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.818,0.723,7,-6.702,0,0.0296,0.528,0.000591,0.0905,0.748,98.049
693,Depende,Jarabe De Palo,6aaPUBUFw9KEW1p1inVQv9,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.703,0.534,0,-11.589,1,0.0303,0.117,1.04e-05,0.137,0.524,94.815
694,Grita,Jarabe De Palo,3zz4oi4aiOUV6lcQfKP5pU,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.49,0.694,4,-7.77,0,0.0463,0.0645,6.55e-05,0.106,0.292,200.064
695,Bonito,Jarabe De Palo,6adD0zZ2sdxRaqsUz6Axb3,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.743,0.965,6,-4.83,0,0.0536,0.211,0,0.449,0.741,114.229
696,Humo,Jarabe De Palo,6U7XONjTpMsiMPnIO8eiQq,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.689,0.426,7,-6.373,1,0.0389,0.417,0,0.0744,0.343,74.99
697,Vuelvo,Jarabe De Palo,1VxuCrIXz2tm6IWo0sTmOM,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.775,0.748,9,-5.137,1,0.0339,0.0946,1.46e-05,0.0489,0.964,109.971
698,La Vida Es el Momento,Jarabe De Palo,2eK25uxRzhSbm3J9D77rCR,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.72,0.836,7,-4.937,1,0.0319,0.0478,7.74e-06,0.0566,0.943,122.96
699,La chica de Ipanema,Jarabe De Palo,1QgfZsvA8tpsMVs1EylzYU,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.779,0.613,9,-7.24,1,0.0674,0.534,9.54e-05,0.118,0.812,152.066
700,Misteriosamente Hoy,Jarabe De Palo,5uaoc1ImgNE5QR9GJ3XZFt,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.651,0.886,9,-4.9,1,0.0313,0.0818,0.000458,0.177,0.555,145.067
701,Déjame vivir (feat. Lamari),Jarabe De Palo,6BX3OWb6eAtKzUhLyMPpWD,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.751,0.567,0,-6.396,1,0.0293,0.438,4.6e-05,0.137,0.186,124.956
702,Los Ángeles Visten de Blanco,Jarabe De Palo,2pDUPa6l94zMhbRMgfXi7q,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.692,0.708,1,-6.772,0,0.0317,0.215,1.22e-05,0.173,0.338,97.951
703,Dos días en la vida,Jarabe De Palo,1Fzlofqd4sIG33pf55MTQD,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.749,0.712,9,-7.958,0,0.041,0.133,0.0015,0.426,0.477,110.053
704,Me gusta como eres,Jarabe De Palo,0mlnmHVwY0o096HMTRUsmJ,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.571,0.43,7,-6.206,1,0.0368,0.67,0,0.109,0.179,79.923
705,Duerme conmigo,Jarabe De Palo,3uXsB4kRXyZ1F1gl9Chg2b,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.631,0.793,7,-7.815,1,0.0292,0.00285,0.000132,0.149,0.715,136.695
706,Besos en el Ascensor,Jarabe De Palo,590oCgTYZS5gblXXnWYglD,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.657,0.801,0,-5.746,1,0.037,0.425,0.000107,0.12,0.532,139.956
707,Los Peces No Tienen Corazón,Jarabe De Palo,65Z8pwIBsxDAuGan28lOYf,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.749,0.831,4,-5.463,0,0.0306,0.0185,0.00885,0.112,0.945,116.008
708,Mil Ocells,"Txarango, Jarabe De Palo",4BMItmcmxrSvrmBnhh3tpG,"['cantautor', 'indie catala', 'mestissatge', 'musica catalana', 'rock catala']",0.657,0.541,7,-9.357,1,0.0327,0.25,2.69e-06,0.105,0.709,175.846
709,Completo incompleto,"Jarabe De Palo, Antonio Vega",7981yPvY8IwJCpl9HSdDXI,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.631,0.326,0,-10.559,1,0.0322,0.95,0.0333,0.0613,0.365,94.962
710,Romeo y Julieta,Jarabe De Palo,7BQo49Dyko57AIFaHMcAi2,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.742,0.803,0,-5.693,1,0.0286,0.199,0.00739,0.546,0.962,134.979
711,El bosque de palo,Jarabe De Palo,2BopUl1Ta435vPm9O7D2PN,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.821,0.742,0,-5.688,1,0.0357,0.166,9.96e-06,0.143,0.67,120.101
712,Dueño de mi silencio,Jarabe De Palo,6d9WE8B1eNArADzGpwnvrP,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",0.783,0.778,5,-8.49,1,0.0985,0.131,2.94e-06,0.113,0.445,126.981
713,El Mismo Aire - con Pablo Alborán,Camilo,5EbtodsuLbxrFDH6j5avVS,"['colombian pop', 'reggaeton colombiano']",0.483,0.492,0,-6.591,0,0.295,0.603,0,0.323,0.66,144.511
714,Caramelo,Ozuna,3gD4J3RUHy4OUuZ3qAiaiG,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",0.728,0.806,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084
715,Tinder,"Arce, Omar Montes",39JlamO6oYz8nRIYCfq8Bl,"['rap espanol', 'spanish hip hop', 'urbano espanol']",0.721,0.795,10,-2.0,0,0.152,0.393,1.73e-05,0.122,0.947,178.066
716,Mala Cara,Lola Indigo,0ArXnrjWXgLdqfVCosRSHQ,['spanish pop'],0.829,0.72,7,-4.059,0,0.0579,0.329,0,0.138,0.606,92.531
717,Mayor,"Myke Towers, Yandel",1OW47kPsWJfvhcQ7V7XwhC,['trap latino'],0.808,0.736,9,-4.084,0,0.114,0.255,0.000273,0.105,0.806,89.983
718,La Bella y la Bestia,"Reik, Morat",0G0p7mc4wEaQTsUpzEmkEs,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",0.625,0.759,8,-4.861,1,0.0592,0.0254,0,0.114,0.566,89.951
719,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",4HYDUMY0xSpeBr0AMY9cUz,"['latin', 'reggaeton', 'trap latino']",0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013
720,Masoquista,"Tempo, Nicky Jam",5vvBs55tKriAoArPaqoIhA,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.76,0.731,9,-2.489,0,0.149,0.429,0,0.0548,0.809,180.089
721,Kikiki (feat. Yay),Kidd Keo,22YVt0f3WR4XaK6l1TEgOr,"['trap latino', 'trap triste', 'urbano espanol']",0.865,0.742,1,-8.182,1,0.164,0.0686,0.262,0.0569,0.67,123.993
722,Djadja (feat. Maluma) - Remix,Aya Nakamura,6AzKhCHOms83jvNVLsz0Bt,"['basshall', 'francoton']",0.791,0.682,5,-7.328,1,0.158,0.175,0,0.0926,0.672,98.031
723,Singapur,"El Alfa, Chael Produciendo",4QfZYDhGZc0T2RDvGiI69E,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",0.853,0.909,7,-2.473,1,0.229,0.0522,0.0223,0.129,0.803,112.987
724,Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,"['pop', 'post-teen pop']",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39
725,Breaking Me,"Topic, A7S",3H7ihDc1dqLriiWXwsc2po,"['dance pop', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']",0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031
726,Ma Vie (feat. Yay),Kidd Keo,6UU24wuWgGwuSBAxDH866Z,"['trap latino', 'trap triste', 'urbano espanol']",0.936,0.825,1,-4.928,1,0.189,0.00612,0.0017,0.0703,0.843,123.991
727,Como habla una mujer (feat. C. Tangana),Paula Cendejas,1pJeLDLduCZS4hLuc1JByJ,['r&b en espanol'],0.667,0.766,11,-4.907,0,0.156,0.389,2.85e-05,0.208,0.496,179.945
728,Vatos Locos,"Jul, Morad",2f1I5YmvtL2vFKWKH2HikM,"['francoton', 'rap marseille']",0.543,0.817,11,-5.911,0,0.243,0.279,3.03e-06,0.0953,0.47,189.016
729,FEEL THE BEAT,"Black Eyed Peas, Maluma",0pGC7cwCOakpvCFYiawNhM,"['dance pop', 'pop', 'pop rap']",0.896,0.528,0,-5.981,0,0.0849,0.114,0.000189,0.773,0.312,104.991
730,Aguacero,Txarango,3FyNnxMhZXJAQhKliBEcI9,"['cantautor', 'indie catala', 'mestissatge', 'musica catalana', 'rock catala']",0.773,0.839,5,-8.508,1,0.076,0.0782,0,0.143,0.784,102.007
731,Todo Estaba Bien,"Carlos Sadness, Manuel Medrano",0qRE2t4scDRFsBgBXsQIH9,['spanish indie pop'],0.761,0.729,5,-5.896,1,0.0904,0.0844,0.00402,0.155,0.456,103.982
732,El Hipo,"Danny Romero, Juan Magán",3CCPAxHcGuTL43u4U9euVo,"['electro latino', 'latin', 'latin pop', 'spanish pop']",0.814,0.595,0,-6.282,1,0.274,0.32,0,0.0949,0.779,82.575
733,Cositas,"Brytiago, Rauw Alejandro",28MQqYBRGytyNKE263ASRM,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.825,0.631,11,-5.003,0,0.0743,0.21,0,0.342,0.86,154.02
734,Les coses senzilles,Txarango,5Wqb2Or1vL83llTHmhLBx8,"['cantautor', 'indie catala', 'mestissatge', 'musica catalana', 'rock catala']",0.66,0.54,7,-10.336,1,0.0382,0.245,0,0.09,0.594,158.176
735,Quan cau el sol,Txarango,3FUX1QXcOpRBYh10EhaJ4I,"['cantautor', 'indie catala', 'mestissatge', 'musica catalana', 'rock catala']",0.623,0.588,2,-9.436,1,0.0297,0.388,0.000946,0.126,0.611,103.981
736,La Presión,"Lalo Ebratt, Manuel Turizo",0LXk0yWcGfACtMKX0igobq,"['colombian hip hop', 'dominican pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",0.843,0.634,7,-5.165,1,0.105,0.03,0.00703,0.352,0.778,95.029
737,La foguera,Txarango,0BSpC4qNGf1e6ulPjown3T,"['cantautor', 'indie catala', 'mestissatge', 'musica catalana', 'rock catala']",0.795,0.724,2,-7.837,0,0.0404,0.0863,3.14e-06,0.0642,0.906,102.01
738,De tot arreu,Txarango,4cEFfR312Fsj72MgutEtZo,"['cantautor', 'indie catala', 'mestissatge', 'musica catalana', 'rock catala']",0.53,0.381,5,-11.504,1,0.0506,0.116,0,0.0897,0.327,84.006
739,El Fin del Mundo,"La La Love You, Axolotes Mexicanos",5SeYlZyKVENMOxiSPQkKyw,"['spanish indie pop', 'spanish pop']",0.6,0.866,4,-4.599,1,0.0477,0.000839,0,0.094,0.676,127.056
740,23 de Junio,Vetusta Morla,3NolL8Ds5qRrYQSVUBKicn,"['cantautor', 'latin rock', 'rock alternativo espanol', 'spanish indie pop', 'spanish pop', 'spanish rock']",0.442,0.473,9,-8.63,0,0.0394,0.616,1.17e-06,0.0693,0.547,172.879
741,Dime Cuantas Veces (Remix) [feat. Justin Quiles],"Micro TDH, Rels B, Lenny Tavárez",4MWb6mltydQn84NrTm7Gpl,"['latin', 'trap latino', 'trap venezolano', 'venezuelan hip hop']",0.911,0.632,1,-2.94,1,0.118,0.201,9.26e-06,0.0791,0.832,99.988
742,Ya No,"Sticky M.A., C. Tangana, Jambo, Royce Rolo",7pyTOEKYoFAjUX7U4kARBf,"['rap espanol', 'urbano espanol']",0.662,0.723,1,-5.064,0,0.0374,0.34,0,0.303,0.698,152.067
743,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",1xQ6trAsedVPCdbtDAmk0c,['nz pop'],0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076
744,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Justin Quiles",7lUdbnz7wsv3C9zzf4WHl9,"['colombian pop', 'latin', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",0.793,0.737,6,-4.731,0,0.0785,0.0765,0,0.0747,0.697,167.969
745,Ya mi mama me decía,Guitarricadelafuente,2AviITab6bCBtts9zJIPYz,['spanish pop'],0.677,0.423,6,-10.535,1,0.0865,0.54,0.00153,0.0876,0.296,144.421
746,Algo Mágico,Rauw Alejandro,0zlnHTHiBQ68ZCAmTw5ozm,"['puerto rican pop', 'trap latino']",0.68,0.613,11,-4.368,1,0.0818,0.758,0,0.161,0.609,100.127
747,How You Like That,BLACKPINK,4SFknyjLcyTLJFPKD2m96o,"['k-pop', 'k-pop girl group']",0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032
