,Track,Artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
314,Keii,Anuel AA,5eEQCfq7MXQr6aHLNRUZLs,0.708,0.797,0,-3.095,0,0.0391,0.4,0,0.096,0.51,88.015
315,Contando Lunares (feat. Anitta & Rauw Alejandro) - Remix,Don Patricio,4r2IrqOOdh3dPUKyvRHaSE,0.87,0.472,4,-7.596,0,0.0456,0.501,0,0.278,0.698,106.051
316,En Llamas,"Pol Granch, Natalia Lacunza",5itCPBTj94wIbL4p4rBCvD,0.635,0.351,11,-11.626,0,0.275,0.473,0,0.0713,0.353,79.936
317,La Pared 360,"Lenny Tavárez, Justin Quiles",2w8SKQCnT2YQK1qCqKl2uW,0.777,0.656,2,-5.823,0,0.158,0.248,2.06e-06,0.139,0.833,168.103
318,Intentions,"Justin Bieber, Quavo",38U2jBzDMmw1CCNTpf03sX,0.813,0.554,9,-6.631,1,0.0544,0.315,0,0.105,0.86,148.011
319,Mejor,"Dalex, Sech",6C1jKbkCUgFws7M0M4oGCB,0.524,0.577,2,-4.501,1,0.18,0.185,0,0.103,0.19,175.396
320,Rompecabezas,Maka,6Ec3ZmwSGVWARSlHEIUBmC,0.573,0.762,5,-6.245,0,0.0465,0.531,0.000725,0.332,0.302,160.013
321,TE SUPERÉ,"Becky G, Zion & Lennox, Farruko",2y6EbYibgxMVQ0T5YjZYWN,0.738,0.783,0,-4.576,1,0.0693,0.055,0,0.125,0.699,176.027
322,Pa Los Gustos Los Colores,Javiielo,6Bd9rs5gv25asdPDRog3ce,0.742,0.683,9,-5.828,1,0.118,0.19,0.000111,0.0947,0.412,80.034
323,Know Your Worth,"Khalid, Disclosure",0TrPqhAMoaKUFLR7iYDokf,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007
324,Te Sale,Lennis Rodriguez,61PohFNZfNQA1bzMoV137g,0.875,0.686,4,-5.546,0,0.152,0.0172,0.00195,0.0759,0.311,97.023
325,Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",34ZngZgo8xicbt1EE8Ob8Z,0.535,0.71,1,-2.978,0,0.324,0.428,0,0.141,0.523,92.009
326,Say So,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962
327,Díselo a la Vida (Versión Gala),Operación Triunfo 2020,6Acv9IDakRO83fgHH1xyER,0.38,0.609,0,-7.129,1,0.0469,0.0435,0,0.124,0.424,80.302
328,Call Me Maybe,"Flavio, Samantha",00q3WfzaavJuhboFUsS8DO,0.603,0.532,0,-6.787,1,0.0753,0.502,0,0.285,0.602,115.765
329,Esperando,"Hugo Cobo, Eva B",6VUdvFy716ztKpkQ9bj2We,0.713,0.444,11,-9.732,1,0.0307,0.674,0,0.11,0.431,121.972
330,Wicked Game,"Gèrard, Anne Lukin",61ZVMCgBihll3iA3pEDU5i,0.595,0.679,10,-5.015,1,0.0256,0.348,5.89e-05,0.134,0.544,112.986
331,Bad Girls,"NIA, Bruno Alves",6RsLQzoMtifr8nO3Ih2Iwm,0.816,0.611,1,-8.13,0,0.0399,0.022,0.000347,0.0719,0.937,125.023
332,Dinamita,Maialen,5r1sZzPSFVDgoVvFvgVac2,0.482,0.489,9,-8.708,1,0.0305,0.142,0,0.304,0.46,114.055
333,Coronao Now (Remix),"El Alfa, Lil Pump, Sech, Myke Towers, Vin Diesel",047WmwIeerHyIUstFAEz5A,0.883,0.853,1,-4.773,1,0.168,0.255,0.000723,0.412,0.695,118.003
334,Tattoo,Rauw Alejandro,7na7Bk98usp84FaOJFPv3d,0.755,0.617,9,-5.144,1,0.182,0.0217,0,0.0625,0.745,193.896
335,Ignorantes,"Bad Bunny, Sech",3wYRLYuO1M88d8woWUIxct,0.85,0.536,1,-5.161,1,0.0599,0.267,3.89e-05,0.0996,0.505,96.029
336,Qué Sabrá Neruda,Javy Ramírez,4huB3db25M1GuvadoVtz6r,0.675,0.693,0,-4.267,1,0.0313,0.212,0,0.0855,0.461,124.323
337,No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537
338,Intentions (feat. Quavo),Justin Bieber,4umIPjkehX1r7uhmGvXiSV,0.806,0.546,9,-6.637,1,0.0575,0.3,0,0.102,0.874,147.986
339,La Pared,Cupido,6k436htnE7M4QXXWOjhTYZ,0.635,0.373,11,-8.727,1,0.0312,0.111,0,0.287,0.251,119.841
340,100 Preguntas,Ozuna,21Oh0PHE9KQPXPUvXk7sY9,0.768,0.462,5,-5.907,1,0.0369,0.689,0,0.114,0.605,104.008
341,Forever (feat. Post Malone & Clever),Justin Bieber,2ZlCGeK30BLRNSPC832pNZ,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,0.892,139.98
342,No Quiero Verte,"Rvfv, Keen Levy",4SPqRLaD6GI2ZdF8vyctsz,0.795,0.638,7,-4.717,0,0.0638,0.17,0,0.284,0.704,104.93
343,Como Panas,Bryant Myers,07MrcfLozSPBfEI8GPOZgc,0.638,0.61,10,-5.929,0,0.213,0.404,0,0.146,0.379,157.956
344,BORRAXXA,"Feid, Manuel Turizo",6zbDSB7Wb6ZRwozToXCVRI,0.854,0.617,8,-5.251,1,0.0822,0.104,0.00207,0.0862,0.794,90.993
345,Cinderella,Ayax y Prok,48LCnGeww8DfeXVc5V3tAR,0.69,0.847,6,-5.631,0,0.214,0.127,0,0.0818,0.49,94.017
346,La Forma en Que Me Miras,"Super Yei, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",6t94PGXYAuo9GbJEnMpPcW,0.656,0.662,1,-1.387,1,0.191,0.149,8e-06,0.16,0.573,189.983
347,Por la boca vive el pez,Fito y Fitipaldis,24UStI5AYA7g5ufFDh3LH0,0.641,0.892,0,-2.812,0,0.0303,0.255,1.01e-05,0.221,0.841,151.229
348,I Follow Rivers,Eva B,7CNn0GWJkqul7GFwId0mEB,0.703,0.722,9,-5.915,0,0.0386,0.296,6.48e-05,0.113,0.591,121.993
349,La Sandunguera,Anaju,7pyTCGCNDvQLqSzS7FEbpo,0.578,0.382,9,-7.878,1,0.31,0.0504,0,0.324,0.485,78.665
350,Run the World (Girls),NIA,2aOGYEHO9k5SrPJ3gV5c9U,0.771,0.723,8,-7.949,1,0.0664,0.0585,3.35e-05,0.318,0.427,127.019
351,Soldadito de Hierro (feat. Dani Fernández),Nil Moliner,4pZexFtInZMw1mf6S5l13M,0.506,0.444,9,-7.981,1,0.127,0.601,0,0.113,0.255,87.214
352,Reproches,Ayax y Prok,3L6RhaS4ISh8GSagrFMFZn,0.641,0.907,4,-6.938,1,0.356,0.432,0,0.278,0.382,92.881
353,After Hours,The Weeknd,2p8IUWQDrpjuFltbdgLOag,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959
354,Gitana (feat. Sergio Contreras y Demarco Flamenco),Rasel,0WA73uP8IO1rczj8FFJzRg,0.822,0.88,0,-4.372,1,0.125,0.181,0,0.258,0.67,98.023
355,NADA (with Lauren Jauregui & C. Tangana),Tainy,1HxapZ1SrjH5LoYGz9aA4Z,0.826,0.504,8,-7.355,1,0.14,0.152,4.89e-05,0.369,0.509,91.999
356,Despacio,"Natti Natasha, Nicky Jam, Manuel Turizo, Myke Towers, DJ Luian, Mambo Kingz",203uubEQA07to1kbro35qQ,0.782,0.644,10,-3.929,1,0.0809,0.585,0,0.108,0.695,93.013
357,Más y Más,"Omar Montes, Ñengo Flow",4i0sSXYpBLMnhHc7jnI5v2,0.699,0.772,11,-3.114,1,0.263,0.269,0,0.039,0.429,89.979
358,Belfast,"Juancho Marqués, FERNANDOCOSTA, InnerCut",5BsmUIjgwobAwCh1WMvQip,0.782,0.586,10,-7.37,1,0.209,0.118,0,0.0776,0.501,90.024
359,Angelito,"Recycled J, Aleesha",6Q4v5tWo0jiKFauigcvV7U,0.718,0.651,2,-5.297,0,0.113,0.124,0,0.123,0.326,89.88
360,TBT,"Sebastian Yatra, Rauw Alejandro, Manuel Turizo",4s45VgkknMFkdiGoUcjxQU,0.794,0.855,2,-1.959,1,0.0466,0.0362,0,0.142,0.639,91.963
361,Atrevido,"Trueno, ONIRIA, TATOOL, Taiu",6tMqYyCVU2aKgUahMvJz2S,0.864,0.64,8,-5.489,1,0.106,0.236,0,0.374,0.858,135.021
362,Ahora Dice Que Me Ama,Bandaga,2Z3RqW9jfl62il0R4q8wQy,0.848,0.615,1,-5.675,0,0.192,0.165,0,0.181,0.48,119.964
363,Si Me Dices Que Sí,"Reik, Farruko, Camilo",56Ta1O7Jxxpjnc6cWdDKUo,0.578,0.634,8,-5.979,0,0.333,0.00473,0,0.132,0.216,183.89
364,Feel Me,Selena Gomez,0CsCXZUxnjaHWGkuBUssiZ,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.387,99.989
365,MERA (with Dalex & Álvaro Díaz),"Tainy, Alvaro Diaz",3mr13zNWprAzYYY0RinBCp,0.539,0.685,2,-7.26,0,0.126,0.0115,4.82e-06,0.317,0.298,194.114
366,MIB,Myke Towers,7z9chavxReUpyOZoAkUnUb,0.92,0.561,1,-4.217,1,0.149,0.184,0,0.0768,0.631,129.981
367,Por Última Vez,Nil Moliner,4VmVG1s2N9ZglNq2Hd7Ub7,0.641,0.398,8,-9.614,1,0.0356,0.618,0,0.186,0.658,85.023
368,ON,BTS,2QyuXBcV1LJ2rq01KhreMF,0.583,0.817,9,-5.146,0,0.0987,0.118,0,0.338,0.438,105.936
369,Trukitos,"Lennis Rodriguez, Denyerkin",0ofQFmf4hNoRoBaDjwDOZU,0.839,0.805,2,-3.913,1,0.0644,0.454,0.00628,0.0843,0.806,94.007
370,La Lista de la Compra,"Rafa Romera, Samantha",4xhUrrFtjL8FK0qoYU2YBc,0.543,0.949,7,-4.4,1,0.0652,0.0939,0,0.0562,0.391,109.258
371,Una Mala (Remix),"El Completo Rd, Chimbala",2maGaB3fNqQnyrG3FDiaW3,0.864,0.81,5,-3.409,1,0.0442,0.25,9.59e-05,0.372,0.962,130.01
372,Dulcecitos (feat. Zion & Lennox),Piso 21,3UZ8b8lAZiaqqH6ggZqxCR,0.869,0.781,1,-3.082,0,0.178,0.45,0.000163,0.095,0.618,97.957
373,Rojo,J Balvin,4zrkgzHl26rkCADbWe1PKw,0.652,0.595,11,-4.04,1,0.117,0.15,0.000106,0.0836,0.421,172.277
374,Stupid Love,Lady Gaga,5mvyBJhgjMH3vfgY21ebpw,0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987
375,En otra historia,Don Patricio,6qr5QZueNxjHMWPMls8G6l,0.529,0.636,1,-6.131,0,0.33,0.581,0.0173,0.155,0.544,92.074
376,Berlín,"Juancho Marqués, Cruz Cafuné, InnerCut",2U4upbdTGF37jCZyZjJjga,0.772,0.545,11,-8.139,0,0.266,0.125,0,0.0835,0.368,90.055
377,algo duele más,"Natalia Lacunza, BRONQUIO",2v7qpF9B6c8BZvO5RfOW1U,0.536,0.5,7,-7.985,1,0.398,0.173,0,0.166,0.423,158.466
378,Ganas de Ti,"Wisin & Yandel, Sech",4kuQJb8ghj6268fBTtB3bX,0.81,0.82,11,-3.497,1,0.0698,0.201,0,0.13,0.672,92.999
379,Al Santo Equivocado,Ariadna,4MpWnVFla5ktrnRoN3WfMn,0.537,0.0822,7,-12.248,0,0.0347,0.949,0,0.112,0.159,125.831
380,Dispo,"Brytiago, Jhay Cortez",4CsCOUmdEG1CD5vgfBq2hv,0.786,0.661,11,-6.254,0,0.213,0.272,0,0.0852,0.434,180.064
381,No Encuentro Palabras,"Abraham Mateo, Manuel Turizo",5NJSLryp5WviTmppF33Peg,0.742,0.694,2,-6.178,1,0.0658,0.152,0,0.0979,0.63,93.044
382,LOCO (feat. Dark Polo Gang),Kidd Keo,2re7ZWaA4ooTMyO7QF5g4W,0.767,0.457,10,-4.939,0,0.172,0.271,0.00404,0.153,0.21,91.951
383,La Difícil,Bad Bunny,6NfrH0ANGmgBXyxgV2PeXt,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87
384,La Santa,"Bad Bunny, Daddy Yankee",69vlMrzHwATKzupwNcUPyK,0.744,0.868,1,-4.524,1,0.047,0.0326,0,0.0822,0.586,93.037
385,Si Veo a Tu Mamá,Bad Bunny,41wtwzCZkXwpnakmwJ239F,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928
386,Pero Ya No,Bad Bunny,75pQqzwgCjUOSSy5CpmAjy,0.882,0.612,4,-6.103,1,0.118,0.0475,5.07e-06,0.182,0.742,147.982
387,Está Cabrón Ser Yo,"Bad Bunny, Anuel AA",4saHEjXw7O1NXJOzBkUKKG,0.81,0.854,10,-3.999,0,0.254,0.0732,0,0.123,0.879,154.083
388,Yo Perreo Sola,Bad Bunny,0SqqAgdovOE24BzxIClpjw,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014
389,Bichiyal,"Bad Bunny, Yaviah",4j4w4CXm6BSr0s25wAWrrX,0.737,0.766,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956
390,Que Malo,"Bad Bunny, Ñengo Flow",53v2u51nq3CxiKUNphRzP1,0.802,0.787,7,-6.181,0,0.0599,0.0832,0,0.153,0.446,94.026
391,Soliá,Bad Bunny,7sOfmPd18RWp3FoCzpa7Kw,0.71,0.81,2,-5.507,1,0.0854,0.117,0.000132,0.154,0.184,92.041
392,La Zona,Bad Bunny,5kqNIqFjijuzvVLhuY9B8j,0.762,0.801,1,-3.661,0,0.0409,0.2,7.04e-05,0.254,0.81,93.992
393,<3,Bad Bunny,4MZSqgwlE71CWZ6qQ3gkKm,0.631,0.665,10,-7.589,0,0.229,0.602,1.7e-06,0.152,0.634,80.353
394,Hablamos Mañana,"Bad Bunny, Duki, Pablo Chill-E",1V8XneTrX6kKeoxYbk4x6h,0.683,0.677,1,-4.496,1,0.0469,0.0869,0,0.0998,0.514,156.019
395,25/8,Bad Bunny,4NqQaovM14WR2hNPMFxgjb,0.761,0.732,4,-5.469,0,0.0549,0.092,0,0.0716,0.542,151.982
396,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",2DEZmgHKAvm41k4J3R2E9Y,0.607,0.829,2,-4.074,1,0.379,0.0103,0,0.107,0.685,96.172
397,A Tu Merced,Bad Bunny,4r9jkMEnArtWGH2rL2FZl0,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023
398,Puesto Pa' Guerrial,"Bad Bunny, Myke Towers",5gCg2qMPzKkW4jS4dBKdDs,0.867,0.686,4,-5.342,1,0.221,0.311,0,0.1,0.658,139.968
399,Una Vez,"Bad Bunny, Mora",5J7teKIJGtqVypgYI6sqXj,0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836
400,P FKN R,"Bad Bunny, Kendo Kaponi, Arcangel",0fgsKar6uBO08vzHXkTjWi,0.82,0.635,5,-5.749,0,0.0772,0.409,0,0.244,0.528,101.024
401,René,Residente,6gm12xlADJwiBbHIKBXzGW,0.486,0.388,0,-9.326,1,0.126,0.435,0,0.196,0.467,90.471
402,Jangueo,"Alex Rose, Rafa Pabön",1bRpSCFv6P2OUhciByeRYR,0.861,0.678,8,-4.157,0,0.0536,0.253,2.42e-05,0.106,0.723,103.994
403,Atrévete,Yago Roche,07Lxxln9lZ8m0hT6EySTCe,0.871,0.654,11,-6.593,0,0.15,0.27,0,0.105,0.805,95.945
404,Mil Tequilas,Chema Rivas,3VvyD7SxO6SO3IuCODFAfW,0.673,0.772,1,-3.937,1,0.127,0.224,0,0.0957,0.287,100.213
405,Genius,Hugo Cobo,4jA6LE4GVoNfxqlLccIR9l,0.632,0.602,2,-7.511,1,0.0843,0.291,0,0.151,0.55,159.016
406,"Genius (feat. Sia, Diplo, and Labrinth)","Sia, LSD",4xigPf2sigSPmuFH3qCelB,0.603,0.615,11,-4.931,0,0.165,0.0799,6.72e-05,0.117,0.561,158.657
407,"DANI: Bzrp Music Sessions, Vol. 24","Bizarrap, DANI",6TNuRFdNazLbbVQTRE8pZg,0.913,0.689,11,-7.74,1,0.349,0.287,0,0.104,0.851,129.889
408,Roses - Imanbek Remix,SAINt JHN,0zLCBJZSiELJf02ucPP9wb,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955
409,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",0A37XY67wSdGqkGjtfW6aV,0.816,0.72,1,-4.454,1,0.0684,0.206,0,0.277,0.78,94.004
410,London,"Juancho Marqués, Natos y Waor, InnerCut",0w9nGGC4dZnymAuoZBm6AI,0.486,0.618,1,-10.593,0,0.379,0.265,5.72e-06,0.0984,0.105,91.732
411,Perfume,"Dalex, Justin Quiles, Sech",19VunfeIrl0bx984mJ810c,0.844,0.866,0,-3.029,1,0.107,0.251,4.88e-05,0.0852,0.818,91.998
412,No Termino,Morat,3YjguG5v9vS5o8Cnciy76z,0.702,0.749,11,-3.743,1,0.0328,0.0443,0,0.0839,0.817,137.98
413,Oxitocina,"Chica Sobresalto, Maialen",0KLQQqzwi5SULJDj8ugCap,0.457,0.804,11,-4.323,0,0.0709,0.0102,3.29e-05,0.129,0.375,196.035
414,H.I.E.L.O.,"Duki, Obie Wanshot",6itjKRbqPMmx9fo4PDlLhm,0.794,0.567,5,-7.626,1,0.0634,0.286,0,0.19,0.482,120.112
415,Salté,Anne Lukin,3DuTIsyRuImY8EJDeeuMSq,0.453,0.132,0,-10.303,1,0.0332,0.957,0,0.133,0.263,136.518
416,I Love Me,Demi Lovato,2IHLaN6wwYKQ3S24NsQqpA,0.664,0.561,6,-7.031,1,0.0495,0.00261,0,0.0764,0.713,150.093
417,Cuando Quieras,Rels B,1QBmYURvVM6Ai7y7yo9Dvx,0.627,0.511,10,-9.281,0,0.49,0.245,0,0.0875,0.596,96.994
418,Como vas?,Kidd Keo,3J07YIMTnaBv4p6QerX7hT,0.886,0.57,10,-7.841,1,0.175,0.0918,0,0.214,0.805,144.017
419,La Puerta Violeta,Rozalén,42ZASSKlh3UtYCgwZb8lBS,0.809,0.712,6,-7.37,0,0.049,0.526,0,0.0958,0.895,127.962
420,El Techo de Mi Habitación,Kaze,04wvWMRKKxK9TGG4IPk32d,0.801,0.458,9,-8.806,0,0.0468,0.249,0,0.311,0.674,124.989
421,Los Porros No,El Jincho,0dj7F7AHOFWrdlCOGxL44G,0.867,0.613,11,-12.124,0,0.54,0.139,0.00011,0.0415,0.615,110.984
422,Gentleman,Cepeda,7r3CxpC9HuuFQUNXm8YWlY,0.606,0.921,7,-3.722,0,0.0327,0.00437,0,0.0718,0.77,108.01
423,a otro lado,Natalia Lacunza,2oVYnyDY1NA9SmJrxXhyWd,0.741,0.3,7,-10.506,0,0.397,0.463,0,0.135,0.427,119.711
424,4K,"El Alfa, Darell, Noriel",4xI3U4sDj1TPmO9Iz5TkYp,0.925,0.9,3,-4.361,0,0.144,0.357,0.00595,0.124,0.804,120.031
425,dile,Natalia Lacunza,450ZuJBwt9AiKIGzg8g1CH,0.608,0.335,6,-14.58,0,0.356,0.591,0.000499,0.138,0.509,79.32
426,Ojitos,"Bryant Myers, Rauw Alejandro, Lyanno",6mRO59X63upZzN5RVw5wNz,0.713,0.651,5,-6.032,0,0.121,0.105,1.34e-05,0.0893,0.549,177.972
427,ya te vas,Natalia Lacunza,35Sc4rTNlRNSNfI8BPMnTl,0.59,0.306,0,-13.333,1,0.0388,0.719,0.169,0.26,0.106,140.071
428,boys,Natalia Lacunza,6sJ4N3LmjGWCTzyYGAxdRz,0.793,0.611,0,-7.614,1,0.128,0.284,0,0.146,0.514,80.001
429,llueve,"Natalia Lacunza, mori",5NliUthcviXaUsZ2YELGq1,0.46,0.413,0,-10.717,1,0.186,0.776,1.8e-06,0.116,0.128,84.999
430,Sunday Best,Surfaces,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022
431,death bed (coffee for your head),"Powfu, beabadoobee",7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026
432,Resistiré,Duo Dinamico,2oI6d7XcMz1AMTQhDopV5J,0.75,0.742,5,-10.184,0,0.027,0.187,0,0.0712,0.653,95.872
433,Physical (feat. Hwa Sa),Dua Lipa,23jEeXRyrjFbfs2Q8tBwdI,0.661,0.873,0,-3.333,1,0.0482,0.0288,0.00164,0.136,0.687,146.943
434,"Don Patricio: Bzrp Music Sessions, Vol. 25","Bizarrap, Don Patricio",3B30FE1ywQwRa5vcg2W1Zg,0.726,0.587,9,-5.954,0,0.297,0.448,1.56e-06,0.0758,0.786,125.528
435,Perfume,"Dalex, Sech, Justin Quiles",19VunfeIrl0bx984mJ810c,0.844,0.866,0,-3.029,1,0.107,0.251,4.88e-05,0.0852,0.818,91.998
436,Amarillo,J Balvin,3wewXEot8Gv37O7GL7wzbc,0.876,0.85,1,-5.75,0,0.163,0.0118,0.0067,0.111,0.962,122.666
437,Azul,J Balvin,60BMsBbfqhN1l7Vys7Q6s9,0.842,0.828,6,-2.495,0,0.0696,0.101,0.00179,0.0579,0.653,94.015
438,Gris,J Balvin,1syf62zw48zu4FrPwMtDHk,0.849,0.709,6,-4.717,0,0.0794,0.229,0,0.329,0.916,93.06
439,Rosa,J Balvin,464uJVLmr0fDJGXOnciaDe,0.651,0.561,9,-5.715,0,0.25,0.25,0.000109,0.435,0.369,175.992
440,Negro,J Balvin,3RyYIuKoANq1L1OrIULZmA,0.791,0.907,0,-2.223,1,0.0884,0.0132,0.211,0.245,0.828,164.107
441,Verde,"J Balvin, Sky Rompiendo",3HTbI3yUJQw3fP0Po8qLcD,0.828,0.738,8,-4.295,0,0.0516,0.0381,0.473,0.0917,0.818,94.995
442,Arcoíris,"J Balvin, Mr Eazi",5zzbORcD0GwLY0wQHP1Xs1,0.731,0.787,4,-5.26,0,0.0721,0.0853,0,0.316,0.393,92.971
443,Rueda - Remix,"Chimbala, Juan Magán, Omar Montes, PV Aparataje",3EWxpqOSP0KWgUmRiklqGy,0.864,0.925,9,-1.879,1,0.0734,0.256,8.8e-06,0.0648,0.961,130.059
444,In Your Eyes,The Weeknd,7szuecWAPwGoV1e5vGu8tl,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
445,Alone Again,The Weeknd,6b5P51m8xx2XA6U7sdNZ5E,0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375
446,Scared To Live,The Weeknd,4BGZF4oLbTL0pWm7C18pbv,0.504,0.498,0,-8.24,1,0.0499,0.131,0,0.0929,0.196,87.221
447,Matemáticas,Dalex,3rBfD2swVRrL2yoqnTh2Fx,0.602,0.728,6,-2.869,1,0.237,0.057,0.00111,0.0797,0.513,167.872
448,Too Late,The Weeknd,2K9Ovn1o2bTGqbsABGC6m3,0.638,0.863,4,-5.221,0,0.132,0.052,5.46e-05,0.685,0.226,120.077
449,Hardest To Love,The Weeknd,6kWxIqQDsKFYCJGbU4AjCX,0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957
450,Heartless,The Weeknd,6bnF93Rx87YqUBLSgjiMU8,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062
451,Snowchild,The Weeknd,3WlbeuhfRSqU7ylK2Ui5U7,0.55,0.611,0,-7.475,1,0.137,0.162,6.88e-05,0.121,0.243,148.062
452,Guantanamera,Guitarricadelafuente,5QAya5bSSiKlh1h4qeeq38,0.512,0.263,9,-10.421,1,0.0855,0.875,0,0.11,0.359,98.6
453,Dolerme,ROSALÍA,2reL9PAUza4PUtbjqW1fRf,0.545,0.478,8,-7.035,0,0.0559,0.785,0.00278,0.123,0.318,173.746
454,Supalonely,"BENEE, Gus Dapperton",4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977
455,Break My Heart,Dua Lipa,00eSHbORxUKMmJIt2uRwVH,0.772,0.637,4,-7.846,0,0.0494,0.022,0.0353,0.0898,0.409,113.022
456,Azul y Oro (Freestyle),"Trueno, Taiu, TATOOL",66N8wrzpsNbOUQxHMzOUfv,0.736,0.789,7,-3.588,1,0.0598,0.264,0,0.225,0.746,110.033
457,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",49QwoSLuV69Fd8bwTqdZvs,0.865,0.658,1,-3.035,0,0.08,0.216,4.72e-06,0.0325,0.713,90.015
458,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",2tGENA8xef0wABdHvyXwv9,0.737,0.832,2,-2.622,0,0.0798,0.12,0,0.255,0.865,173.986
459,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",50ZC4PM7hywH27RcCfViau,0.824,0.631,0,-2.791,1,0.0809,0.237,0.000116,0.0531,0.678,171.965
460,Levitating,Dua Lipa,0qyjTUOsb03kbrNDeTr5NU,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977
461,Hallucinate,Dua Lipa,1nYeVF5vIBxMxfPoL0SIWg,0.627,0.69,10,-5.396,0,0.139,0.033,0,0.0742,0.627,122.053
462,Future Nostalgia,Dua Lipa,3iYNJX4FTRGlfMQySjlGNr,0.875,0.813,7,-4.502,1,0.0579,0.00618,0,0.321,0.859,114.993
463,Cool,Dua Lipa,4Ulqu89XempybuL8ApUeqL,0.469,0.785,5,-4.015,0,0.0664,0.133,1.55e-06,0.0931,0.79,89.719
464,Love Again,Dua Lipa,5CSKbHjpqborGnlzagyaDo,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982
465,Pretty Please,Dua Lipa,6DXZiYUbrYgrVIhfX3U9Z2,0.906,0.474,1,-6.124,1,0.194,0.0311,5.52e-06,0.286,0.656,106.976
466,Bobo,Morad,43s9otgVjEYF8Gq95rBffG,0.746,0.865,3,-3.672,0,0.0507,0.032,9.67e-05,0.105,0.512,126.966
467,Boys Will Be Boys,Dua Lipa,4szI7zRh7kLApCSqiB6R7b,0.768,0.486,3,-5.954,1,0.0353,0.408,0,0.098,0.519,125.021
468,Good In Bed,Dua Lipa,3pyodt4pb554dMz8fCv7oi,0.68,0.701,5,-5.001,1,0.0917,0.138,0.000191,0.168,0.649,94.06
469,BELIEVE IT,"PARTYNEXTDOOR, Rihanna",4HDCLYli2SUdkq9OjmvhSD,0.43,0.7,6,-5.35,1,0.264,0.0902,0,0.216,0.731,158.373
470,Favorito,Camilo,0Snbzbd74RLfL0i4nn1vU5,0.611,0.851,9,-2.982,1,0.0598,0.229,0,0.232,0.823,178.032
471,Like It Is,"Kygo, Zara Larsson, Tyga",3frUvGrmGcay91lvFbOgsN,0.794,0.728,1,-6.759,1,0.114,0.121,8.82e-06,0.227,0.36,105.024
472,Caminando por la vida,Melendi,3v1dCP3hk2djfWryqfp7sx,0.695,0.958,5,-3.778,1,0.0827,0.0148,7.16e-06,0.154,0.711,108.054
473,Blueberry Faygo,Lil Mosey,6wJYhPfqk3KGhHRG76WzOh,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034
474,Astronomia,"Vicetone, Tony Igy",3hWfKBt3n7j1xqIy6LA5ve,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093
